processed_tweets,brand,emotions
"['picked', 'ipad', '2', 'back', 'link']",Apple,Positive
"['picked', 'bundle', 'link']",Apple,Neutral
"['picked', 'white', 'ipad', '2', 'pop', 'apple', 'store']",Apple,Neutral
"['finally', 'fed', 'julian', 'screamed', 'got', 'zone', 'right', 'pigfucker', 'threw', 'ipad', 'kid']",Apple,Neutral
"['good', 'see', 'line', 'popup', 'apple', 'store']",Apple,Neutral
"['must', 'see', 'speaker', 'marissa', 'mayer', 'pete', 'cashmore', 'dennis', 'crowley']",Google,Neutral
"['cool', 'see', 'compliment', 'apple', 'store', 'evening', 'buy', 'guy', 'want', 'grab', 'drink']",Apple,Neutral
"['free', 'coffee', 'company', 'free', 'drink', 'company', 'b', 'free', 'food', 'company', 'c', 'money', 'saved', 'go', 'apple', 'life']",Apple,Positive
"['see', 'new', 'social', 'network', 'circle', 'today', 'link']",Google,Neutral
"['want', 'free', 'juice', 'pack', 'air', 'iphone', '4', 'ûªll', 'giving', 'away', '5', 'location', 'stay', 'tuned']",Apple,Neutral
"['nice', 'see', 'speaker', 'sneak', 'irrelevant', 'snarky', 'comment', 'apple', 'class']",Apple,Neutral
"['save', 'tree', 'go', 'cardless', 'signed', 'cardless', 'contact', 'tool', 'link']",Apple,Neutral
"['need', 'best', 'android', 'dev', 'html', '5', 'j', 'issue', 'need', 'solving', 'quickly', 'handsome', 'reward', 'love', 'grab']",Google,Positive
"['need', 'confess', 'mom', 'ipad']",Apple,Neutral
"['guess', 'need', 'figure', 'session', 'ipad', 'app', 'killer', 'selection', 'overwhelming']",Apple,Positive
"['already', 'seeing', 'heavy', 'ipad', '2', 'presence']",Apple,Positive
"['already', 'seeing', 'ipad', '2', 'place']",Apple,Neutral
"['week', 'total', 'ipad', 'envy']",Apple,Positive
"['anybody', 'seen', '6th', 'st', 'apple', 'store', 'yet']",Apple,Neutral
"['hard', 'keep', 'back', 'channel', 'used', 'twitter', 'need', 'priority', 'alert', 'feature', 'ala', 'google']",Google,Neutral
"['keep', 'stuff', 'launch', 'like', 'reward', 'link', 'via']",Apple,Neutral
"['see', 'search', 'engine', 'organizer', 'information', 'giving', 'path', 'innovate', 'new', 'product']",Google,Neutral
"['see', 'future', 'evolving', 'mobile', 'social', 'local', 'converge', 'yield', 'even', 'relevant', 'result']",Google,Positive
"['good', 'meet', 'see', 'forget', 'giving', 'away', 'best', 'mindmanager', 'map', 'detail', 'link']",Apple,Positive
"['tweet', 'friend', 'boarding', 'plane', 'around', 'world', 'heading', 'great', 'festival', 'bring', 'ipad']",Apple,Neutral
"['prefer', 'news', 'iphone', 'ipad', 'droid', 'apps', 'mobile', 'apps']",Apple,Positive
"['google', 'prefers', 'launch', 'hyped', 'new', 'social', 'feature', 'meh', 'bang', 'via', 'tc', 'link']",Google,Negative
"['like', 'vega', 'iphone', 'best', 'used', 'hand', 'warmer']",Apple,Negative
"['sitting', 'behind', 'dude', 'barcode', 'tattoo', 'neck', 'controlling', 'urge', 'scan', 'iphone']",Apple,Neutral
"['apple', 'unveils', 'icarradio', 'south', 'southwest', 'link', 'link']",Apple,Neutral
"['nadya', 'direkova', 'riff', 'sid', 'meier', 'user', 'engagement', 'w', 'game', 'mechanic', 'ûªt', 'reward', 'user', 'first', '10', 'minute']",Apple,Neutral
"['geek', 'leave', 'austin', 'music', 'people', 'hit', 'town', 'look', 'feel', 'becomes', 'unique', 'le', 'apple', 'branded']",Apple,Neutral
"['panel', 'delayed', 'speaker', 'wait', 'next', 'apple', 'product', 'release']",Apple,Neutral
"['great', 'panel', 'ipad', 'magazine', 'design', 'pulling', 'article', 'different', 'mag', 'sound', 'awesome', 'going', 'build']",Apple,Positive
"['first', 'panel', 'marissa', 'mayer', 'google', 'present']",Google,Neutral
"['great', 'panel', 'w', 'guy', 'fr', 'google', 'hotpot', 'social', 'recs', 'def', 'end', 'recs']",Google,Positive
"['panel', 'staying', 'alive', 'indie', 'iphone', 'game', 'development', 'survive', 'kind', 'downer', 'try']",Apple,Negative
"['airport', 'delay', 'introduced', 'feel', 'like', 'drug', 'pusher', 'first', 'ipad', 'play', 'free']",Apple,Positive
"['release', 'android', 'app', 'cluster', 'link']",Google,Neutral
"['release', 'ipad', '2', 'huge', 'win', 'especially', 'international', 'attendee', 'town', 'show']",Apple,Positive
"['lot', 'telecommuters', 'room', 'ppl', 'using', 'skype', 'google', 'doc', 'lot']",Google,Neutral
"['note', 'self', 'downside', 'tweeting', 'white', 'ipad', '2', 'expect', 'mocked']",Apple,Negative
"['believe', 'god', 'explanation', 'continued', 'existence', 'guy', 'kawasaki']",Apple,Positive
"['believe', 'built', 'store', '2', 'day', 'link']",Apple,Neutral
"['believe', 'google', 'announced', 'maggie', 'maes', 'game', 'changer', 'sure']",Google,Positive
"['google', 'melissa', 'mayer', 'speaks', 'augmented', 'reality', 'contextual', 'discovery', 'life', 'change', 'google', 'melissa']",Google,Neutral
"['tell', 'happening', '15', 'iphone', 'apps', 'update', 'day']",Apple,Positive
"['hell', 'supposed', 'get', 'new', 'ipad', 'stumbling', 'around', 'austin']",Apple,Neutral
"['help', 'wonder', 'apple', 'sent', 'extra', 'ipad', '2', 'store']",Apple,Neutral
"['helping', 'twitter', 'good', 'come', 'join', 'u', 'link']",Apple,Neutral
"['goal', 'funnel', 'google', 'analytics', 'track', 'registration']",Google,Neutral
"['safe', 'travel', 'everyone', 'make', 'sure', 'get', 'free', 'gogo', 'inflight', 'wifi', 'sign', 'freshbooks', 'shuttle', 'link']",Apple,Neutral
"['insanely', 'jealous', 'everyone', 'ipad', 'seems', 'like', 'great', 'way', 'interact', 'panel', 'next', 'year']",Apple,Positive
"['email', 'dd', 'google', 'document', 'need', 'english', 'speaking', 'twitter', 'advocate', 'worldwide', 'event']",Google,Neutral
"['temporary', 'apple', 'store', 'like', 'real', 'store', 'zbowling', 'link']",Apple,Neutral
"['temporary', 'megastore', 'could', 'model', 'future', 'conference', 'event', 'link']",Apple,Positive
"['google', 'seems', 'sabotaged', 'youtube', 'account', 'wtf', 'trying', 'entire', 'online', 'ecosystem', 'bad', 'form']",Google,Negative
"['apple', '2', 'open', 'pop', 'temporary', 'store', '4', 'ipad', '2', 'launch', 'apple', '2', 'open', 'pop', 'temporary', 'store', 'sxsw', '4', 'ipad', '2', 'l', 'link']",Apple,Neutral
"['sweet', 'siren', 'call', 'party', 'starting', 'downstairs', 'wrapping', 'work', 'desk', 'help', 'hope']",Google,Neutral
"['wonder', 'demoed', 'become', 'part', 'google', 'analytics']",Google,Neutral
"['pretty', 'even', 'split', 'android', 'iphone', 'year']",Apple,Neutral
"['tool', 'cheap', 'google', 'analytics', 'excel', 'buzzmetrics', 'also', 'radian', '6', 'altimeter']",Google,Neutral
"['google', 'missed', 'dance', 'party', 'lifetime']",Google,Positive
"['trend', 'time', 'tsunami', 'ipad', '2', 'though']",Apple,Neutral
"['rocking', 'pen', 'paper', 'google', 'doodle', 'talk']",Google,Neutral
"['attendee', 'need', 'one', 'best', 'qr', 'scanner', 'creator', 'iphone', 'send', 'u', 'pic', 'qr', 'code', 'found', 'free', 'copy', 'optiscan']",Apple,Positive
"['attendee', 'trade', 'happy', 'hour', 'appy', 'hour', 'waiting', 'line', 'ipad', '2', 'video', 'link', 'sheer', 'madness', 'love']",Apple,Neutral
"['attendee', 'qrafter', 'read', 'qr', 'code', 'tweet', 'download', 'link']",Apple,Neutral
"['attendee', 'need', 'qr', 'code', 'reader', 'ur', 'iphone', 'tweet', 'u', 'image', 'first', '5', 'get', 'optiscan', 'free']",Apple,Neutral
"['night', 'ending', 'fireside', 'pictionary', 'w', 'ipad']",Apple,Neutral
"['perhaps', 'vending', 'machine', '4', 'novel', 'rt', '2', 'ipad', 'store', 'open', 'austin', 'detail', 'link']",Apple,Neutral
"['friend', 'u', 'iphone', 'charger', 'borrow', 'tonight', 'cc']",Apple,Neutral
"['friend', 'think', 'abandoned', 'reality', 'mean', 'communication', 'iphone', 'stopped', 'working']",Apple,Negative
"['normal', 'scene', 'ipad', 'lap', 'iphone', 'hand', 'link']",Apple,Positive
"['happened', 'taxi', 'magic', 'iphone', 'app', 'call', 'cab', 'via']",Apple,Negative
"['denies', 'rumor', 'launching', 'link']",Google,Neutral
"['opening', 'popup', 'shop', 'downtown', 'austin', 'link']",Apple,Neutral
"['opening', 'popup', 'shop', 'downtown', 'austin', 'link', 'rt']",Apple,Neutral
"['opening', 'store', 'austin', 'geekfest', 'apple', 'link']",Apple,Neutral
"['opening', 'store', 'austin', 'geekfest', 'apple', 'brian', 'lam', 'link']",Apple,Neutral
"['opening', 'temporary', 'store', 'handle', 'demand', 'link']",Apple,Neutral
"['opening', 'pop', 'shop', 'man', 'everywhere']",Apple,Positive
"['enjoy', 'ride', 'anywhere', 'austin', '10', 'download', 'app', 'link', 'booth', '437']",Apple,Neutral
"['spotted', 'dennis', 'crowley', 'aka', 'co', 'founder', '4sq', 'talking', 'vp', 'google', 'location', 'heavyweight']",Google,Neutral
"['happens', 'google', 'party', 'stay', 'google', 'party', 'waiting', 'inbox', 'wakeup']",Google,Neutral
"['happens', 'hire', 'security', 'link']",Apple,Neutral
"['suspense', 'rt', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link']",Google,Positive
"['funny', 'moment', 'panel', 'dennis', 'crowley', 'get', 'ipad', '2', 'owner', 'hold', 'new', 'ipad', '2', 'looked', 'like', 'lighter', 'rock', 'concert']",Apple,Positive
"['google', 'event', 'one', 'drink', 'tricket', 'small', 'amount', 'food', 'event', 'open', 'bar', 'open', 'taco', 'truck']",Google,Neutral
"['next', 'presentation', 'marissa', 'mayer', 'great', 'austin', 'convention', 'center', 'w', 'link']",Google,Positive
"['essential', 'ipad', 'ipod', 'blackberry', 'laptop', 'plus', 'iphone', 'th', 'toronto', 'pearson', 'international', 'airport', 'yyz', 'ïö', 'link']",Apple,Neutral
"['essential', 'water', 'energy', 'bar', 'smart', 'phone', 'camera', 'map', 'dt', 'sunglass', 'rainjacket', 'laptop', 'ipad', 'mp3', 'player', 'ipod', 'earplug']",Apple,Positive
"['g', 'rt', 'love', 'apple', 'store', 'one', 'question', 'bring', 'truck', 'signal', 'please', 'say', 'yes']",Apple,Positive
"['ha', 'rt', 'ûï', 'apple', 'come', 'cool', 'technology', 'ever', 'heard', 'go', 'conference', 'û']",Apple,Positive
"['rt', 'geek', 'need', 'somewhere', 'downtown', 'line', 'get', 'ipad', '2', 'dropping']",Apple,Positive
"['thanks', 'fun', 'party', 'last', 'night', 'link']",Apple,Neutral
"['wish', 'would', 'make', 'whispergram', 'hollergram', 'iphone', 'size', 'screen']",Apple,Neutral
"['wew', 'rt', 'app', 'bizzy', 'challenge', 'u', 'check', 'link']",Google,Neutral
"['apple', 'store', 'photo', 'thanks', 'link']",Apple,Neutral
"['lol', 'rt', 'apple', 'come', 'cool', 'technology', 'ever', 'heard', 'go', 'conference']",Apple,Positive
"['lol', 'rt', 'apple', 'come', 'cool', 'technology', 'ever', 'heard', 'go', 'conference', 'via']",Apple,Positive
"['lol', 'rt', 'apple', 'come', 'cool', 'technology', 'ever', 'heard', 'go', 'conference']",Apple,Positive
"['2', 'rt', 'best', 'thing', 'heard', 'weekend', 'gave', 'ipad', '2', 'money', 'relief', 'need', 'ipad', '2']",Apple,Neutral
"['link', 'chatting', 'via', 'iphone', 'hilarious']",Apple,Positive
"['designing', 'ipad', 'interface', 'new', 'navigation', 'schema', 'link']",Apple,Neutral
"['thanks', 'giving', 'new', 'top', 'cover', 'banged', 'juicepack', 'iphone', 'case', 'product', 'rock']",Apple,Positive
"['thanks', 'hosting', 'event', 'link']",Apple,Neutral
"['ha', 'rt', 'google', 'guy', 'talk', 'explaining', 'made', 'realistic', 'twitter', 'bot', 'experiment', 'gee', 'thanks']",Google,Negative
"['ugh', 'rt', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link']",Google,Neutral
"['rt', 'got', 'craving', 'mind', 'created', 'app', 'foodspotting', 'link']",Apple,Neutral
"['rad', 'rt', 'hey', 'dude', 'giving', 'away', 'sampler', 'band', 'w', 'free', 'glasser', 'track', 'pick', 'link']",Apple,Neutral
"['cool', 'ûï', 'hoot', 'hootsuite', 'update', 'link']",Apple,Neutral
"['intrvw', 'govt', 'vending', 'machine', 'put', 'get', 'svcs', 'platform', 'iphone', 'teaching', 'moment']",Apple,Positive
"['intrvw', 'schmidt', 'google', 'ceo', 'told', 'good', 'telling', 'story', 'go', 'talk', 'lot', 'ppl', 'tell', 'u', 'u', 'hear']",Google,Neutral
"['iphone', 'app', 'sync', 'functionality', 'working', 'yet']",Apple,Neutral
"['glad', 'standard', 'navigation', 'tool', 'might', 'one']",Apple,Neutral
"['ha', 'rt', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link']",Apple,Neutral
"['woot', 'ûï', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link']",Apple,Positive
"['yes', 'rt', 'lol', 'u', 'r', 'gadgetzilla', 'fun', 'festival', 'time', 'omg', 'scared', 'got', 'netbook', 'droid']",Apple,Positive
"['link', 'new', 'mobile', 'app', 'store', 'circular', 'via', 'android', 'blackberry', 'io', 'even', 'austin', 'link']",Apple,Neutral
"['wew', 'rt', 'new', 'app', 'store', 'includes', 'uberguide', 'sponsored', 'cont', 'link']",Apple,Positive
"['badger', 'angel', 'news', 'link', 'nice', 'one', 'also', 'giving', 'away', 'free', 'ipad', '2', 'link']",Apple,Positive
"['video', 'playbook', 'action', 'link', 'ipad', 'still', 'win']",Apple,Positive
"['rather', 'web', 'large', 'data', 'set', 'became', 'valuable', 'amazon', 'google', 'adwords', 'netflix']",Google,Neutral
"['hope', 'realizes', 'already', '100', 'people', 'line', 'pop', 'store', 'downtown', 'stocked', 'appropriately']",Apple,Neutral
"['seems', 'holding', 'well', 'surprisingly', 'big', 'event']",Google,Neutral
"['fluffy', 'seen', 'party', 'last', 'night', 'camera', 'link']",Apple,Neutral
"['start', 'new', 'show', 'app', 'iphone', 'daily', 'grape']",Apple,Neutral
"['pop', 'store', 'austin', 'brilliant', 'long', 'line', 'even', 'night', 'link']",Apple,Positive
"['already', 'kind', 'happening', 'google', 'try', 'refine', 'search', 'protect', 'smut']",Google,Positive
"['league', 'extraordinary', 'h4ckers', 'presented', 'google', 'w', '4', 'others', 'link']",Google,Positive
"['inline', 'apple', 'popup', 'waiting', 'ipad', '2', 'action']",Apple,Neutral
"['lol', 'rt', 'google', 'party', 'line', 'start', 'behind', 'ha', 'germ', 'put', 'towel', 'early']",Google,Neutral
"['think', 'elevation', 'google', 'great', 'lost', 'way', 'caring', 'much', 'biz', 'enough', 'world']",Google,Positive
"['fan', 'kick', 'giving', 'away', 'ipad', '2', 'visit', 'fb', 'page', 'enter', 'link']",Apple,Neutral
"['think', 'control', 'identity', 'facebook', 'google', 'becomes', 'ai', 'profile', 'built']",Google,Neutral
"['wow', 'rt', 'interrupt', 'regularly', 'scheduled', 'geek', 'programming', 'big', 'news', 'link']",Google,Positive
"['google', 'asks', 'want', 'know']",Google,Neutral
"['hahart', 'woke', 'pile', 'ipad', '2', 'empty', '4', 'loko', 'can', 'think', 'might', 'yobongoed', 'someone', 'last', 'night']",Apple,Neutral
"['wow', 'rt', 'yes', 'gowalla', 'win', 'best', 'andoid', 'app', 'team', 'android', 'choice', 'award', 'thanks']",Google,Positive
"['google', 'smentisce', 'novitìê', 'arrivo', 'rt', 'launching', 'product', 'plenty', 'else', 'link']",Google,Neutral
"['scoping', 'venue', '4', 'valhalla', 'lounge', 'great', 'whiskey', 'beer', 'plus', 'demolition', 'man', 'pinball', 'link']",Apple,Neutral
"['envy', 'roof', 'thanks', 'every', 'person']",Apple,Positive
"['watch', 'someone', 'hack', 'time', 'square', 'tv', 'screen', 'iphone', 'via', 'link']",Apple,Neutral
"['maybe', 'someone', 'get', 'hand', 'old', 'ipad', 'instead', 'throwing', 'away']",Apple,Positive
"['people', 'think', 'rumored', 'social', 'networking', 'program', 'called', 'late', 'game']",Google,Neutral
"['google', 'deep', 'eddy', 'sweet', 'tea', 'vodka', 'gsdm', 'cool', 'factor', 'gsd', 'w', '120', 'others', 'link']",Google,Positive
"['peep', 'awesome', 'product', 'video', 'compete', 'game', 'link', 'cc']",Apple,Neutral
"['oh', 'utter', 'fail', 'see', 'letter', 'ballroom', 'iphone', 'app', 'long', 'wrap', 'cc']",Apple,Negative
"['ipad', '2', 'owner', 'already', 'punched', 'android', 'user', 'sweet', 'seriously', 'excited', 'session']",Google,Neutral
"['time', 'warner', 'cable', 'roll', 'ipad', 'app', 'live', 'tv', 'march', '15', 'link']",Apple,Neutral
"['life', 'hacker', 'debut', 'steampunk', 'ipad', '37', 'ft', 'reclaimed', 'copper', 'piping', 'one', 'kinda', 'thin', 'interface']",Apple,Positive
"['new', 'twitter', 'friend', 'take', 'else', 'seo']",Google,Neutral
"['engineer', 'google', 'chrome', 'came', 'correct', 'misstatement', 'browser', 'awesome']",Google,Positive
"['ever', 'wonder', 'google', 'map', 'capture', 'street', 'view', 'link']",Google,Neutral
"['mega', 'tether', 'iphone', 'android', 'party']",Apple,Positive
"['brown', 'paper', 'coming', 'window', 'popup', 'apple', 'store', 'link']",Apple,Neutral
"['gamechanger', 'like', 'wave', 'buzz', 'doubt', 'rt', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'link']",Google,Negative
"['ha', 'another', 'mention', 'apple', 'store', 'link', 'rt', 'temporary', 'store', '6th', 'congress', 'along', 'w']",Apple,Neutral
"['never', 'apparent', 'nice', 'would', 'apple', 'made', 'stuff', 'w', 'removable', 'battery']",Apple,Negative
"['2', 'read', 'l8er', 'rt', 'ûï', 'marissa', 'mayer', 'google', 'connect', 'digital', 'physical', 'world', 'mobile', 'link', 'û']",Google,Positive
"['rt', 'enter', 'contest', 'maybe', 'win', 'ipad', '2']",Apple,Positive
"['day', 'closer', 'becoming', 'owner', 'ipad', '2', 'stoked', 'thing', 'getting', 'final']",Apple,Positive
"['interactive', 'award', 'music', 'category', 'go', 'wilderness', 'downtown', 'congrats', 'shared']",Apple,Neutral
"['interactive', 'mobile', 'future', 'elusive', 'power', 'ofåêhere', 'link', 'via']",Google,Neutral
"['interactive', 'google', 'ûªs', 'mobile', 'future', 'elusive', 'û', 'power', 'link']",Google,Neutral
"['desperate', 'charge', 'ipad', 'lost', 'charger', 'anyone', 'know', 'connect', 'charger', 'thanks']",Apple,Neutral
"['gary', 'vaynerchuck', 'ner', 'och', 'daily', 'grape']",Apple,Neutral
"['line', 'waiting', 'temp', 'apple', 'store', 'open', 'miss', 'product', 'launch']",Apple,Neutral
"['sitting', 'panel', 'wishing', 'ala', 'two', 'year', 'old', 'completely', 'overtaken']",Apple,Positive
"['almost', 'link']",Apple,Neutral
"['day', '3', 'still', 'long', 'line', 'apple', 'store', 'austin']",Apple,Neutral
"['interface', 'control', 'top', 'mobile', 'control', 'bottom']",Apple,Neutral
"['ahh', 'wonderful', 'news', 'rt', 'ipad', '2', 'available', 'online', 'ordering', 'go', 'get', 'ur']",Apple,Positive
"['experimenting', 'tinkering', 'like', 'ninety', 'best', 'viewed', 'ipad', 'new', 'best', 'viewed', 'internet', 'explorer', '6']",Apple,Positive
"['suffering', 'ipad', 'envy']",Apple,Positive
"['mypov', 'win', 'hand', 'network', 'hard', 'use', 'new', 'service', 'like', 'crappy', 'network']",Apple,Neutral
"['device', 'overload', 'ratio', 'apple', 'device', 'people', 'nearing', '3']",Apple,Neutral
"['mover', 'shaker', 'publishing', 'poke', 'box', 'ebook', 'get', 'involved', 'link', 'rt']",Apple,Neutral
"['iphone', 'user', 'gps', 'stuck', 'one', 'new', 'geo', 'app', 'update', 'foursquare', 'gowalla']",Apple,Negative
"['matter', 'link', 'title']",Apple,Neutral
"['apple', 'offer', 'original', 'ipad', 'donation', 'program', 'link']",Apple,Positive
"['apple', 'offer', 'free', 'itunes', 'sampler', 'ahead', 'feature', 'new', 'artist', 'link', 'via']",Apple,Neutral
"['farmer', 'use', 'blackberry', 'iphone', 'ipad', 'catching', 'bigger', 'screen']",Apple,Positive
"['understand', 'people', 'paid', 'travelled', 'way', 'would', 'wait', 'hour', 'get', 'ipad', '2', 'esp', 'already', 'ipad']",Apple,Neutral
"['texas', 'observer', 'tomlinson', 'say', 'would', 'double', 'revenue', 'per', 'issue', 'ipad', 'subscription']",Apple,Positive
"['great', 'interview', 'bloomberg', 'tv', 'kick', 'link']",Apple,Positive
"['video', 'interview', 'google', 'deal', 'link']",Google,Neutral
"['almost', 'every', 'answered', 'w', 'google', 'doc', 'session']",Google,Neutral
"['cool', 'google', 'basically', 'foing', 'version', 'apple', 'event', 'showing', 'ton', 'new', 'product', 'feature']",Google,Positive
"['cool', 'potential', 'application', 'iphone', 'awesome']",Apple,Positive
"['pair', 'nice', 'back', 'back', 'talk', 'morning', 'interface', 'design', 'ipad', 'future', 'touch', 'general']",Apple,Positive
"['hope', 'everyone', 'awesome', 'weekend', 'know', 'giving', 'away', 'great', 'apple', 'prize']",Apple,Positive
"['hope', 'everyone', 'temporary', 'downtown', 'austin', 'apple', 'store']",Apple,Neutral
"['check', 'link']",Apple,Neutral
"['free', 'itunes', 'album', 'featured', 'artist', 'grab', 'missed', 'link']",Apple,Positive
"['apple', 'take', 'bruise', 'panelist', 'well', 'regarded', 'sustainability', 'space', 'corporate', 'sustainability', 'reporting', 'transparency']",Apple,Negative
"['mistake', 'made', 'building', 'netflix', 'iphone', 'sxsw', 'link']",Apple,Neutral
"['apple', 'like', 'pay', 'apple', 'like', 'barry', 'diller']",Apple,Negative
"['apple', 'like', 'pay', 'long', 'gadget', 'liked', 'many', 'closed', 'system', 'work']",Apple,Neutral
"['make', 'feel', 'like', 'kid', 'drunk', 'kid', 'iphone']",Apple,Neutral
"['daily', 'ipad', 'going', 'evolve', 'still', 'impossible', 'download', '20', 'mb', 'downloads']",Apple,Negative
"['ipad', '2', 'go', 'sale', '3', 'pm', 'looking', '32', 'gig', 'color', 'preference']",Apple,Positive
"['mayer', 'come', 'sans', 'intro', 'still', 'get', 'cheer', 'launch', 'priority', 'location', 'fast', 'fun', 'future']",Google,Positive
"['free', 'itunes', 'sxsw', 'featured', 'artist', 'sampler', 'link']",Apple,Positive
"['apple', 'save', 'sxsw', 'set', 'open', 'store', 'cnet', 'news', 'link']",Apple,Positive
"['apple', 'save', 'sxsw', 'set', 'open', 'store', 'link']",Apple,Positive
"['talk', 'really', 'exploration', 'wild', 'wild', 'west', 'design']",Apple,Neutral
"['sxsw', 'lady', 'std', 'ipad', 'bot', 'twitter', 'creator', 'persistent', 'guy', 'chased', 'last', 'night']",Apple,Neutral
"['holy', 'smoke', 'ipad', '2', 'replacing', 'flip', 'cam', 'default', 'video', 'capture', 'device', 'beautiful', 'elegant', 'apple']",Apple,Positive
"['hey', 'foodie', 'austin', 'sxsw', 'download', 'new', 'arw', 'iphone', 'android', 'app', 'use', 'guide', 'dine', 'town']",Apple,Neutral
"['sxsw', 'lady', 'ipad', 'bot', 'twitter', 'creator', 'persistent', 'guy', 'chased', 'last', 'night']",Apple,Neutral
"['google', 'presentation', 'mayer', 'sale', 'pitch']",Google,Negative
"['google', 'presentation', 'trade', 'show', 'busy', 'trade', 'show', 'nice', 'side', 'time', 'link']",Google,Neutral
"['google', 'presenting', 'hotpot', 'austin', 'convention', 'center', 'w', 'link']",Google,Positive
"['omgz', 'makeshift', 'apple', 'store', 'gold', 'gym', 'link']",Apple,Positive
"['sooo', 'design', 'ipads', 'session', 'hour', 'long', 'ad', 'buy', 'ipad', 'apps']",Apple,Negative
"['ipad', 'design', 'headache', 'take', 'two', 'tablet', 'call', 'panel', 'excited', 'hear', 'live']",Apple,Negative
"['web', 'designer', 'ûªs', 'guide', 'io', 'android', 'apps', 'today', '10', 'link']",Google,Neutral
"['google', 'place', 'value', 'domain', 'extension', 'equal']",Google,Neutral
"['diller', 'think', 'daily', 'ready', 'market', 'know', 'anyone', 'would', 'anything']",Apple,Neutral
"['awesome', 'rt', 'rt', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'link']",Apple,Positive
"['awesome', 'hear', 'marissa', 'mayer', 'acknowledge', 'google', 'map', 'need', 'increase', 'support', 'product', 'b', 'c', 'incorrect', 'route']",Google,Negative
"['wow', 'pub', '6th', 'st', 'delete', 'button', 'iphone', 'video', 'camera']",Apple,Positive
"['madness', 'already', 'downtown', '1st', 'day', 'apple', 'popup', 'store', 'seems', 'brisk', 'biz']",Apple,Positive
"['ipad', 'success', 'apple', 'popup', 'store', 'austin', 'link']",Apple,Positive
"['sxxpress', 'line', 'almost', 'long', 'apple', 'line', 'link']",Apple,Negative
"['press', 'lounge', 'someone', 'getting', 'tutorial', 'use', 'touchpad', 'apple', 'laptop']",Apple,Neutral
"['group', 'messaging', 'roundup', 'help', 'stay', 'touch', 'sxsw', 'link']",Apple,Neutral
"['session', '1', '2', 'print', 'design', 'future', 'link', 'mom', 'ipad', 'link']",Apple,Neutral
"['i21', 'rest', 'wicked', 'link', 'code', 'valid', '59p', '11']",Apple,Neutral
"['simplest', 'gesture', 'ipad', 'used', 'core', 'interaction']",Apple,Neutral
"['awesome', 'restaurant', 'week', 'app', 'link']",Apple,Positive
"['interesting', 'fact', 'take', 'consideration', 'preso', 'paul', 'adam', 'rt', 'google', 'circle']",Google,Neutral
"['brutal', 'question', 'served', 'marissa', 'mayer', 'jc', 'penney', 'mapping', 'getting', 'rerouted', 'uncomfortable']",Google,Neutral
"['yet', 'another', 'line', 'austin', 'apple', 'store', 'ipad', '2', 'going', 'well', 'around', 'block']",Apple,Neutral
"['first', 'tweet', 'plane', 'feedback', 'registration', 'via', 'fb', 'connect', 'twitter', 'paypal', 'google', 'integration', 'pay']",Google,Neutral
"['fun', 'meet', 'folk', 'app', 'made', 'ipad', 'link']",Apple,Positive
"['get', 'obsession', 'chasing', 'open', 'bar', 'everyone', 'afford', 'drink', 'go', 'pawn', 'ipad']",Apple,Neutral
"['anybody', 'get', 'ipad', '2', 'downtown', 'apple', 'store', 'yet', 'trampling']",Apple,Positive
"['tweet', 'use', 'apple', 'rt', 'dpe', 'b', 'sxswi', 'tweeting']",Apple,Neutral
"['killer', 'meet', 'ups', 'new', 'old', 'friend', 'today', 'apple', 'microsoft', 'solo', 'killer', 'many']",Apple,Positive
"['say', 'ûïforget', 'û', '2', 'ur', 'red', 'bar', '1st', '5', 'meet', 'u', 'front', 'hall', '3', '4', 'minute', 'win', 'dual', 'compatible', 'juice', 'pack', 'air', 'iphone', '4']",Apple,Neutral
"['retailer', 'headed', 'sxsw', 'month', 'check', 'sxsw', 'twitter', 'presence']",Google,Neutral
"['google', 'sketch', 'artist', 'live', 'google', 'blogger', 'party', 'six', 'lounge', 'thought', 'live', 'blogging', 'first', 'link']",Google,Neutral
"['complete', 'io', 'dominance', 'compels', 'apple', 'open', 'frickin', 'temporary', 'apple', 'store', 'downtown', 'austin', 'week']",Apple,Positive
"['hmmm', 'something', 'seems', 'amiss', 'store', 'apple', 'store', 'sxsw', 'link']",Apple,Neutral
"['something', 'ventured', 'great', 'great', 'story', 'including', 'genentech', 'apple', 'cisco']",Apple,Neutral
"['wow', 'something', 'ventured', 'kick', 'as', 'film', 'google', 'blekko', 'detail', 'good', 'choice']",Google,Neutral
"['youtube', 'get', '2b', 'view', 'day', '10', 'mobile', '35', 'hour', 'video', 'uploaded', 'every', 'minute', 'google', 'league', 'extraordinary', 'hacker']",Google,Neutral
"['tweet', 'android', 'user', 'attendong', 'sxsw', 'please', 'report', 'scene', 'bannka', 'app', 'link']",Google,Neutral
